title,price,Body Type,colours,Boot Space,Seating Capacity,No. of Doors,Ground Clearance,Engine Type,Displacement,Drive Train,Horse Power,Torque,Fuel System,Max Speed,Transmission Type,Front Brakes,Rear Brakes,Wheel Type,Tyre Size,Wheel Size,Mileage City,Fuel Tank Capacity,Mileage Highway,No. of Airbags,No. of Seatbelts,Number of Speakers,Handbrake,overall_rating,Style,Comfort,Fuel Economy,Performance,Value for Money,image_srcs,what we like,what we dont like,Rear Folding Seat,Child Lock,Heater,Keyless Entry,Defogger,Central Locking,Power Door Locks,Power Steering,Anti-Theft Alarm System,Bluetooth Connectivity,Air Conditioner (AC),Hill Start Assist Control,Anti-Lock Braking System (ABS),Auto Brake Hold,Power Windows,Power Mirrors,Auto Retractable Side Mirrors,Driver Seat Belt Warning,Steering Adjustment,Fog Lights,Traction Control,Vehicle Stability Control,Rear Fog Lamp,ISOFIX Child Seat Anchors,Adjustable Headlights,Side Mirrors with Indicators,DRLs,Android Auto,Apple Car Play,Climate Control,Navigation,Arm Rest,Cruise Control,Push Start,Rear Camera,Rear Parking Sensors,Automatic Head Lamps,Down Hill Assist Control,Brake Assist (BA),Paddle Shifter,Front Camera,Sun Roof,Rear Spoiler,Autonomous Emergency Braking (AEB),Auto Parking System,BlindSpot Detection (BSD),Moon Roof,Front Parking Sensors,Driver Seat Electric Adjustment,Lane Departure Warning System (LDWS),Lane Keep Assist System (LKAS),Heads Up Display (HUD),Heated Seats,Remote Engine Start,Tyre Pressure Monitoring System (TPMS),Dual Exhaust,Rear Seat Entertainment,360 Camera,Wireless Charger,Electric Motor Power,Battery type,Battery Capacity,Charging time,Range
Mercedes Benz E Class E 180 AMG,PKR 7.20 crores,Sedan,"['Grey', 'White', 'Silver Metallic', 'Obsidian Black Metallic', 'Nautic Blue  Metallic']",-,5 persons,4 doors,170 mm,Petrol,1497 cc,RWD,154 HP @ 6000 RPM,250 Nm @ 4000 RPM,EFI,220 KM/H,Automatic,Ventilated Disc,Ventilated Disc,Alloy Wheels,265/60/R19,19 in,14 KM/L,66 L,16 KM/L,8,5,4,Electric,none,none,none,none,none,none,"['https://cache1.pakwheels.com/system/car_generation_pictures/5465/original/iris_(2).png?1617367434', 'https://cache2.pakwheels.com/system/car_generation_pictures/5457/original/2021-E-SEDAN-GAL-009-J-FE-DR.jpg?1617367359', 'https://cache1.pakwheels.com/system/car_generation_pictures/5458/original/2021-E-SEDAN-GAL-002-C-FE-DR.jpg?1617367360', 'https://cache1.pakwheels.com/system/car_generation_pictures/5459/original/2021-E-SEDAN-GAL-003-C-FE-DR.jpg?1617367360', 'https://cache4.pakwheels.com/system/car_generation_pictures/5460/original/2021-E-SEDAN-GAL-005-J-FE-DR.jpg?1617367361', 'https://cache4.pakwheels.com/system/car_generation_pictures/5461/original/2021-E-SEDAN-GALLERY-01-Expanded-DR.jpg?1617367361', 'https://cache3.pakwheels.com/system/car_generation_pictures/5462/original/2021-E-SEDAN-GAL-013-P-FI-DR.jpg?1617367362', 'https://cache4.pakwheels.com/system/car_generation_pictures/5463/original/2021-E-SEDAN-GAL-011-P-FI-DR.jpg?1617367362', 'https://cache2.pakwheels.com/system/car_generation_pictures/5464/original/2021-E-SEDAN-GAL-015-P-FI-DR.jpg?1617367363']","['Very Luxurious', 'Spacious and Practical', 'Good Safety rating with a high number of driving aids', 'Dealership available in Pakistan to cater later.']","['Expensive maintenance', 'Expensive spare parts']",none,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,Yes,none,Yes,none,Yes,none,none,Yes,Yes,Yes,Yes,Yes,none,none,none,none,Yes,none,none,Yes,none,none,none,none,none
Mercedes Benz CLA Class CLA200,PKR 5.20 crores,Sedan,"['Cirrus White', 'Cosmos Black', 'Designo Polar Silver', 'Jupiter Red', 'Mountain Grey', 'Night Black', 'Northern Lights Violet', 'Orient Brown', 'Polar Silver']",470 L,4 persons,5 doors,94 mm,Petrol,1332 cc,FWD,163 HP @ 5500 RPM,250 Nm @ 1460 RPM,Direct Injection,229 KM/H,Automatic (AT),Ventilated Disc,Solid Disc,Alloy wheels,225/40/R18,18 in,10 KM/L,60 L,12 KM/L,8,5,4,Electronic,5,5-rating,5-rating,5-rating,5-rating,5-rating,"['https://cache4.pakwheels.com/system/car_generation_pictures/6415/original/Mercedes_CLA_Class.jpg?1651056829', 'https://cache3.pakwheels.com/system/car_generation_pictures/5608/original/cla_copue_fromnt.jpg?1630564711', 'https://cache1.pakwheels.com/system/car_generation_pictures/5609/original/cla_coupe_bak.jpg?1630564712', 'https://cache2.pakwheels.com/system/car_generation_pictures/5610/original/1_Mercedes-Benz-CLA-200-AMG-Lineed.jpg?1630564713', 'https://cache1.pakwheels.com/system/car_generation_pictures/5611/original/4ff6cb08ae8b448ebd206fe089305d61.jpg?1630564714']","['Less Expensive as compared to other Mercedes Sedan vehicles like, C, E and S Class Sedans', 'Nicely proportioned and quite easy on the eyes', 'Sporty Looks']","['It is only available in front wheel drive or front drive biased 4MATIC all wheel drive', 'They only come in boosted four-cylinder engine variants', 'The interior quality shows that this is a bargain basement Mercedes']",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,none,Yes,none,Yes,none,none,none,none,Yes,Yes,Yes,none,Yes,none,Yes,none,none,none,none,none,none,none,none,none
Mercedes Benz S Class S 450 4MATIC Luxury,PKR 8.00 crores,Sedan,"['Diamond White Bright', 'High Tech Silver', 'Obsidian Black']",540 L,5 persons,4 doors,-,Petrol,3000 cc,AWD,367 HP @ 6000 RPM,500 Nm @ 4500 RPM,Direct Fuel Injection,250 KM/H,Automatic,Ventilated Disc,Ventilated Disc,Sports Alloy,255/55/R20,20 in,6 KM/L,76 L,8 KM/L,8,5,6,Electric,none,none,none,none,none,none,['https://cache3.pakwheels.com/system/car_generation_pictures/6455/original/Mercedes_Benz_S-class.jpg?1654147957'],"['Spacious Cabin', 'Comfortable Ride Quality', 'High End Luxury']","['Expensive to Maintain', 'Lack of Spare Parts']",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,none,none,none,none
Mercedes Benz G Class G 63 AMG,PKR 8.72 crores,SUV,"['Black', 'Polar White', 'Lunar Metallic Blue', 'Selenite Grey metallic']",1100 L,5 persons,5 doors,238 mm,Petrol,3982 cc,AWD,577 HP @ 6000 RPM,850 Nm @ 2500 RPM,Fuel injection system,250 KM/H,Automatic (DCT),Ventilated Disc,Ventilated Disc,Alloy wheels,285/45/21,21 in,6 KM/L,100 L,7 KM/L,9,5,8,Electronic,none,none,none,none,none,none,"['https://cache1.pakwheels.com/system/car_generation_pictures/6159/original/Mercedes-Benz-G-Class-Front-Right-Angled.jpg?1646405434', 'https://cache1.pakwheels.com/system/car_generation_pictures/6153/original/Mercedes_Benz_G_Class_Rear_Left_Angled.jpg?1646400993', 'https://cache3.pakwheels.com/system/car_generation_pictures/6155/original/Mercedes_Benz_G_ClassSeating.jpg?1646400994', 'https://cache2.pakwheels.com/system/car_generation_pictures/6158/original/Mercedes_Benz_G_Class_Cockpit.jpg?1646401673', 'https://cache4.pakwheels.com/system/car_generation_pictures/6157/original/image.MQ6.8.20180823134951.jpeg?1646400995']","['Extreme Off-Roader', 'Surprising On-Road performance', 'Beautiful Cabin']","['Not as Spacious as most Competitors', 'Breakage of the Automatic Window', 'Limited Luggage Space']",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,Yes,Yes,none,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,none,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,none,none,none,Yes,none,Yes,none,none,none,none,none,none,none
Prince K01 S,PKR 12.09 lacs,Pick Up,"['silver', 'Grey', 'White']",-,2 persons,2 doors,175 mm,Petrol,997 cc,FWD,52 HP @ 5300 RPM,78 Nm @ 3500 RPM,electronic fuel injection(EFI),180 KM/H,Manual,Solid Disc,Drum,Steel Rims with Wheel Caps,165/70/14,14 in,10 KM/L,40 L,12 KM/L,0,2,2,manual,none,none,none,none,none,none,['https://cache2.pakwheels.com/system/car_generation_pictures/6073/original/Prince_K01s-.png?1639569367'],"['Better Option over Suzuki Ravi', 'Good Loading Capacity', 'Compact Cabin Size']","['Expensive Spare Parts', 'Low Mileage']",none,none,Yes,none,Yes,none,none,Yes,none,Yes,none,none,none,none,none,none,none,Yes,none,Yes,none,none,none,none,none,none,none,none,none,Yes,none,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Prince Pearl MT,PKR 18.50 lacs,Hatchback,"['Aqua Green', 'Beige', 'Dark Brown', 'Harvard Blue', 'Noble White', 'Rio Tomato', 'Silver']",-,5 persons,5 doors,145 mm,Petrol,796 cc,FWD,40 HP @ 5500 RPM,60 Nm @ 3500 RPM,EFI,150 KM/H,Manual,Solid Disc,Drum,Alloy Rims,155/65/R13,13 in,12 KM/L,27 L,15 KM/L,0,4,2,Manual,4,5-rating,4-rating,3-rating,4-rating,4-rating,"['https://cache4.pakwheels.com/system/car_generation_pictures/5253/original/prince.jpg?1595597356', 'https://cache1.pakwheels.com/system/car_generation_pictures/7039/original/Front.jpg?1663822083', 'https://cache4.pakwheels.com/system/car_generation_pictures/7040/original/Front-Side.jpg?1663822084', 'https://cache3.pakwheels.com/system/car_generation_pictures/7041/original/Headlight.jpg?1663822084', 'https://cache2.pakwheels.com/system/car_generation_pictures/7042/original/Engine.jpg?1663822084', 'https://cache2.pakwheels.com/system/car_generation_pictures/7043/original/Rear.jpg?1663822085', 'https://cache1.pakwheels.com/system/car_generation_pictures/7044/original/Rear-Profile.jpg?1663822085', 'https://cache1.pakwheels.com/system/car_generation_pictures/7045/original/Rear-Side.jpg?1663822086', 'https://cache3.pakwheels.com/system/car_generation_pictures/7049/original/Boot.jpg?1663822087', 'https://cache1.pakwheels.com/system/car_generation_pictures/7046/original/Rear-Light.jpg?1663822086', 'https://cache3.pakwheels.com/system/car_generation_pictures/7047/original/Side-Proofile.jpg?1663822086', 'https://cache4.pakwheels.com/system/car_generation_pictures/7048/original/RIM.jpg?1663822087', 'https://cache3.pakwheels.com/system/car_generation_pictures/7050/original/Interior.jpg?1663822088', 'https://cache1.pakwheels.com/system/car_generation_pictures/7051/original/Cockpit.jpg?1663822088', 'https://cache1.pakwheels.com/system/car_generation_pictures/7052/original/AC-Controls.jpg?1663822089', 'https://cache1.pakwheels.com/system/car_generation_pictures/7053/original/Infotainment.jpg?1663822089', 'https://cache2.pakwheels.com/system/car_generation_pictures/7054/original/Mirror-and-Boot.jpg?1663822089']","['Comfortable Ride Quality', 'Minimal cabin noise', 'Affordable and easily available auto parts']","['Poor build quality', 'Laggy acceleration', 'Uncomfortable driving posture', 'Poor high-speed handling', 'Less Market acceptability being Chinese brand', 'Dealership network is not that strong']",Yes,Yes,Yes,Yes,none,Yes,Yes,Yes,Yes,Yes,Yes,none,none,none,Yes,Yes,none,Yes,none,Yes,none,none,none,none,none,Yes,Yes,none,none,none,none,none,none,none,Yes,none,none,none,none,none,none,none,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Prince K07 S,PKR 26.69 lacs,Van,"['Metallic Grey', 'Silver', 'White']",-,7 persons,5 doors,175 mm,Petrol,1000 cc,FWD,52 HP @ 6000 RPM,78 Nm @ 3000 RPM,EFi,120 KM/H,Manual,Solid Disc,Drum,Steel Rims with Wheel Caps,165/70/14,14 in,11 KM/L,30 L,14 KM/L,0,2,1,Manual,4,4-rating,4-rating,4-rating,4-rating,5-rating,['https://cache4.pakwheels.com/system/car_generation_pictures/6418/original/Prince_K07_Front.jpg?1651123216'],"['Comfortable Ride Quality', 'Spacious Cabin', 'Dealership available in Pakistan to cater later.']","['Transmission Failure', 'Inconsistent Ride Quality', 'No Resale Value']",Yes,none,Yes,Yes,Yes,Yes,none,none,none,Yes,Yes,none,Yes,none,Yes,none,none,Yes,none,Yes,none,none,none,none,none,none,none,Yes,none,none,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
DFSK C37 Euro V,PKR 35.00 lacs,Mini Van,"['Diamond Silver', 'Shining Gold', 'Shining Silver Blue', 'White']",-,11 persons,4 doors,185 mm,Petrol,1500 cc,RWD,115 HP @ 4000 RPM,148 Nm @ 4800 RPM,Direct Fuel Injection,130 KM/H,Manual,Solid Disc,Drum,Alloy Wheels,185/80/R14,14 in,11 KM/L,55 L,13 KM/L,2,2,-,Manual,none,none,none,none,none,none,"['https://cache4.pakwheels.com/system/car_generation_pictures/6410/original/DFSK_C37_Front.jpg?1650880726', 'https://cache2.pakwheels.com/system/car_generation_pictures/7121/original/Front.jpg?1663846171', 'https://cache2.pakwheels.com/system/car_generation_pictures/7122/original/Front-1.jpg?1663846172', 'https://cache4.pakwheels.com/system/car_generation_pictures/7123/original/Headlight.jpg?1663846172', 'https://cache4.pakwheels.com/system/car_generation_pictures/7124/original/Rear.jpg?1663846173', 'https://cache4.pakwheels.com/system/car_generation_pictures/7125/original/Rear-Side.jpg?1663846173', 'https://cache4.pakwheels.com/system/car_generation_pictures/7126/original/Rear-Light.jpg?1663846174', 'https://cache2.pakwheels.com/system/car_generation_pictures/7127/original/Side-Profile.jpg?1663846174', 'https://cache1.pakwheels.com/system/car_generation_pictures/7128/original/Side-Mirror.jpg?1663846174', 'https://cache2.pakwheels.com/system/car_generation_pictures/7129/original/Cockpit.jpg?1663846175', 'https://cache3.pakwheels.com/system/car_generation_pictures/7130/original/AC-Controls.jpg?1663846175', 'https://cache4.pakwheels.com/system/car_generation_pictures/7131/original/AC-Vents.jpg?1663846176', 'https://cache1.pakwheels.com/system/car_generation_pictures/7132/original/Infotainment.jpg?1663846176', 'https://cache2.pakwheels.com/system/car_generation_pictures/7133/original/Rear-AC-Vents.jpg?1663846177', 'https://cache1.pakwheels.com/system/car_generation_pictures/7134/original/Rear-Seating.jpg?1663846177', 'https://cache3.pakwheels.com/system/car_generation_pictures/7135/original/Seats.jpg?1663846178']","['Comfortable Ride Quality', 'Spacious Cabin', 'Dealership available in Pakistan to cater later.']","['Transmission Failure', 'Inconsistent Ride Quality', 'No Resale Value']",Yes,none,Yes,Yes,Yes,none,none,none,none,none,Yes,none,none,none,none,none,none,none,none,Yes,none,none,none,none,none,none,none,none,none,none,none,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
DFSK Glory 580 1.5 CVT,PKR 56.10 lacs,"SUV, Crossover","['Black', 'Grey Metallic', 'Harvard Blue', 'Red', 'White']",375 L,7 persons,5 doors,200 mm,Petrol,1498 cc,FWD,147 HP @ 6000 RPM,220 Nm @ 4000 RPM,EFI,240 KM/H,Automatic (CVT),Solid Disc,Solid Disc,Alloy Wheels,225/60/R17,17 in,8 KM/L,58 L,12 KM/L,4,7,4,Electric,4,5-rating,5-rating,4-rating,4-rating,5-rating,"['https://cache4.pakwheels.com/system/car_generation_pictures/6431/original/Glory_580_Pro_Front.jpg?1652179255', 'https://cache4.pakwheels.com/system/car_generation_pictures/7021/original/Front.jpg?1663821555', 'https://cache4.pakwheels.com/system/car_generation_pictures/7022/original/Front-Sside.jpg?1663821555', 'https://cache4.pakwheels.com/system/car_generation_pictures/7023/original/Headlight.jpg?1663821555', 'https://cache3.pakwheels.com/system/car_generation_pictures/7024/original/DRL.jpg?1663821556', 'https://cache1.pakwheels.com/system/car_generation_pictures/7025/original/Engine.jpg?1663821556', 'https://cache3.pakwheels.com/system/car_generation_pictures/7026/original/Rear.jpg?1663821557', 'https://cache2.pakwheels.com/system/car_generation_pictures/7027/original/Rear-Light.jpg?1663821557', 'https://cache4.pakwheels.com/system/car_generation_pictures/7028/original/Side-Profile.jpg?1663821557', 'https://cache4.pakwheels.com/system/car_generation_pictures/7029/original/RIM.jpg?1663821558', 'https://cache3.pakwheels.com/system/car_generation_pictures/7030/original/Door-Panel.jpg?1663821558', 'https://cache2.pakwheels.com/system/car_generation_pictures/7031/original/Cockpit.jpg?1663821558', 'https://cache2.pakwheels.com/system/car_generation_pictures/7032/original/Steering.jpg?1663821559', 'https://cache2.pakwheels.com/system/car_generation_pictures/7038/original/Push-Start.jpg?1663821561', 'https://cache3.pakwheels.com/system/car_generation_pictures/7033/original/Climate-Control.jpg?1663821559', 'https://cache2.pakwheels.com/system/car_generation_pictures/7034/original/Gear.jpg?1663821560', 'https://cache3.pakwheels.com/system/car_generation_pictures/7035/original/EPB-Audio-Cotrols.jpg?1663821560', 'https://cache1.pakwheels.com/system/car_generation_pictures/7036/original/Console-Box.jpg?1663821561', 'https://cache4.pakwheels.com/system/car_generation_pictures/7037/original/Rear-AC.jpg?1663821561']","['Spacious vehicle', 'Many driving amenities', 'Fairly priced', 'Feature Packed', 'Value to Money']","['Poor resale value', 'Reliability Issues', 'Spare parts are not easily available']",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,Yes,none,Yes,Yes,Yes,Yes,Yes,none,Yes,none,Yes,Yes,none,none,Yes,Yes,Yes,none,Yes,Yes,none,none,none,none,none,Yes,Yes,Yes,none,none,none,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
DFSK Glory 580 1.8 CVT,PKR 58.06 lacs,"SUV, Crossover","['Black', 'Grey Metallic', 'Harvard Blue', 'Red', 'White']",375 L,7 persons,5 doors,200 mm,Petrol,1798 cc,FWD,137 HP @ 3400 RPM,187 Nm @ 1800 RPM,EFI,240 KM/H,Automatic (CVT),Solid Disc,Solid Disc,Alloy Wheels,225/60/R17,17 in,8 KM/L,58 L,12 KM/L,4,7,4,Electric,5,5-rating,5-rating,5-rating,5-rating,5-rating,"['https://cache4.pakwheels.com/system/car_generation_pictures/6431/original/Glory_580_Pro_Front.jpg?1652179255', 'https://cache4.pakwheels.com/system/car_generation_pictures/7021/original/Front.jpg?1663821555', 'https://cache4.pakwheels.com/system/car_generation_pictures/7022/original/Front-Sside.jpg?1663821555', 'https://cache4.pakwheels.com/system/car_generation_pictures/7023/original/Headlight.jpg?1663821555', 'https://cache3.pakwheels.com/system/car_generation_pictures/7024/original/DRL.jpg?1663821556', 'https://cache1.pakwheels.com/system/car_generation_pictures/7025/original/Engine.jpg?1663821556', 'https://cache3.pakwheels.com/system/car_generation_pictures/7026/original/Rear.jpg?1663821557', 'https://cache2.pakwheels.com/system/car_generation_pictures/7027/original/Rear-Light.jpg?1663821557', 'https://cache4.pakwheels.com/system/car_generation_pictures/7028/original/Side-Profile.jpg?1663821557', 'https://cache4.pakwheels.com/system/car_generation_pictures/7029/original/RIM.jpg?1663821558', 'https://cache3.pakwheels.com/system/car_generation_pictures/7030/original/Door-Panel.jpg?1663821558', 'https://cache2.pakwheels.com/system/car_generation_pictures/7031/original/Cockpit.jpg?1663821558', 'https://cache2.pakwheels.com/system/car_generation_pictures/7032/original/Steering.jpg?1663821559', 'https://cache2.pakwheels.com/system/car_generation_pictures/7038/original/Push-Start.jpg?1663821561', 'https://cache3.pakwheels.com/system/car_generation_pictures/7033/original/Climate-Control.jpg?1663821559', 'https://cache2.pakwheels.com/system/car_generation_pictures/7034/original/Gear.jpg?1663821560', 'https://cache3.pakwheels.com/system/car_generation_pictures/7035/original/EPB-Audio-Cotrols.jpg?1663821560', 'https://cache1.pakwheels.com/system/car_generation_pictures/7036/original/Console-Box.jpg?1663821561', 'https://cache4.pakwheels.com/system/car_generation_pictures/7037/original/Rear-AC.jpg?1663821561']","['Spacious vehicle', 'Many driving amenities', 'Fairly priced', 'Feature Packed', 'Value to Money']","['Poor resale value', 'Reliability Issues', 'Spare parts are not easily available']",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,none,Yes,Yes,Yes,none,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,none,Yes,Yes,Yes,none,none,none,Yes,none,Yes,Yes,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none
DFSK Glory 580 Pro,PKR 67.90 lacs,"SUV, Crossover","['Black', 'Grey Metallic', 'Harvard Blue', 'Silver', 'White']",375 L,7 persons,5 doors,200 mm,Petrol,1498 cc,FWD,148 HP @ 5600 RPM,220 Nm @ 1800 RPM,Direct Fuel Injection,240 KM/H,Automatic (CVT),Solid Disc,Solid Disc,Alloy Wheels,225/55/R18,18 in,7 KM/L,58 L,10 KM/L,4,7,6,Electronic,4,5-rating,5-rating,4-rating,4-rating,5-rating,"['https://cache4.pakwheels.com/system/car_generation_pictures/6431/original/Glory_580_Pro_Front.jpg?1652179255', 'https://cache4.pakwheels.com/system/car_generation_pictures/7021/original/Front.jpg?1663821555', 'https://cache4.pakwheels.com/system/car_generation_pictures/7022/original/Front-Sside.jpg?1663821555', 'https://cache4.pakwheels.com/system/car_generation_pictures/7023/original/Headlight.jpg?1663821555', 'https://cache3.pakwheels.com/system/car_generation_pictures/7024/original/DRL.jpg?1663821556', 'https://cache1.pakwheels.com/system/car_generation_pictures/7025/original/Engine.jpg?1663821556', 'https://cache3.pakwheels.com/system/car_generation_pictures/7026/original/Rear.jpg?1663821557', 'https://cache2.pakwheels.com/system/car_generation_pictures/7027/original/Rear-Light.jpg?1663821557', 'https://cache4.pakwheels.com/system/car_generation_pictures/7028/original/Side-Profile.jpg?1663821557', 'https://cache4.pakwheels.com/system/car_generation_pictures/7029/original/RIM.jpg?1663821558', 'https://cache3.pakwheels.com/system/car_generation_pictures/7030/original/Door-Panel.jpg?1663821558', 'https://cache2.pakwheels.com/system/car_generation_pictures/7031/original/Cockpit.jpg?1663821558', 'https://cache2.pakwheels.com/system/car_generation_pictures/7032/original/Steering.jpg?1663821559', 'https://cache2.pakwheels.com/system/car_generation_pictures/7038/original/Push-Start.jpg?1663821561', 'https://cache3.pakwheels.com/system/car_generation_pictures/7033/original/Climate-Control.jpg?1663821559', 'https://cache2.pakwheels.com/system/car_generation_pictures/7034/original/Gear.jpg?1663821560', 'https://cache3.pakwheels.com/system/car_generation_pictures/7035/original/EPB-Audio-Cotrols.jpg?1663821560', 'https://cache1.pakwheels.com/system/car_generation_pictures/7036/original/Console-Box.jpg?1663821561', 'https://cache4.pakwheels.com/system/car_generation_pictures/7037/original/Rear-AC.jpg?1663821561']","['Spacious vehicle', 'Many driving amenities', 'Fairly priced', 'Feature Packed', 'Value to Money']","['Poor resale value', 'Reliability Issues', 'Spare parts are not easily available']",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,none,none,Yes,none,Yes,Yes,Yes,Yes,Yes,Yes,none,Yes,none,Yes,Yes,Yes,none,none,none,Yes,none,Yes,none,none,none,none,none,Yes,none,none,Yes,none,none,none,none,none,none
