title,price,city,location,images,modelyear,millage,fueltype,transmission,registeredin,color,assembly,enginecapacity,bodytype,lastupdated,adref,carfeatures,sellercomments
Daihatsu Charade GT-ti 1987,PKR 5.45 lacs,karachi," Gulistan-e-Jauhar, Karachi Sindh","['https://cache3.pakwheels.com/ad_pictures/1029/daihatsu-charade-gtt-i-1987-102976542.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/daihatsu-charade-gtt-i-1987-102976544.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/daihatsu-charade-gtt-i-1987-102976547.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/daihatsu-charade-gtt-i-1987-102976543.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/daihatsu-charade-gtt-i-1987-102976549.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/daihatsu-charade-gtt-i-1987-102976545.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/daihatsu-charade-gtt-i-1987-102976550.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/daihatsu-charade-gtt-i-1987-102976552.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/daihatsu-charade-gtt-i-1987-102976556.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/daihatsu-charade-gtt-i-1987-102976551.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/daihatsu-charade-gtt-i-1987-102976554.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/daihatsu-charade-gtt-i-1987-102976557.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/daihatsu-charade-gtt-i-1987-102976555.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","1987
                        ","100,000 km",Petrol,Manual,Karachi,Red,Imported,1000 cc,Hatchback,10-Jun-24,https://www.pakwheels.com/used-cars/daihatsu-charade-1987-for-sale-in-karachi-8822921,"[' Air Conditioning', ' Alloy Rims', ' Power Locks', ' Power Steering', ' Power Windows']","
  Assalamualaikum - Daihatsu Anda charade fully loaded model 1987 rec 1997- Power steering - Power window - Original Daihatsu GTTI engine installed recently - Soundless water dropping engine - Chilled Ac- Complete Return file - Original New number plates - Complete Tax paid till Dec 2024- Petrol consumption 12-14 Km/L- LPG Consumption 20-22 Km/L - Inside 100% Original and Outside shower for fresh look with japanese color- New Alloy rim - New tyre - Car is in Mint condition- Price  Rs 545000- Slightly negotiable, Will be sold to highest offer- Bring your own mechanic/Denter with Token money
    
"
Suzuki Mehran VX (CNG) 1997,PKR 2.95 lacs,karachi," Gulshan-e-Maymar, Karachi Sindh","['https://cache2.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-cng-2-1997-102986752.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-cng-2-1997-102986749.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-cng-2-1997-102986754.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-cng-2-1997-102986753.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-cng-2-1997-102986751.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-cng-2-1997-102986750.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-cng-2-1997-102986755.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-cng-2-1997-102986748.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-cng-2-1997-102986757.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-cng-2-1997-102986756.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-cng-2-1997-102986759.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-cng-2-1997-102986761.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-cng-2-1997-102986758.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-cng-2-1997-102986762.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-cng-2-1997-102986763.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-cng-2-1997-102986760.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-cng-2-1997-102986764.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","1997
","12,345 km",Petrol,Manual,Sindh,White,Local,800 cc,Hatchback,10-Jun-24,https://www.pakwheels.com/used-cars/suzuki-mehran-1997-for-sale-in-karachi-8822757,"[' Front Speakers', ' USB and Auxillary Cable']","
  Suzuki Mehran Good Condition Model # 1997Mobile # 0/3/3/3/3/3/9/2/9/7/1Cng & Petrol Good AverageGood New Suspension 4 Alloy Rims Tubeless Tyre Good Condition Inside Original Outside ColourBoth Numbers Plats Original Available Tikkli Available Cplc ClearTax Paid 2022 Baki Leny Wala Khud Paid Karyga. Complete Return File Available. Location Gulshan-E-Maymar Karachi. Final 290,000
    
"
Toyota Corolla GLi 1.3 VVTi 2020,PKR 49 lacs,karachi," Orangi Town, Karachi Sindh","['https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2020-102976583.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2020-102976585.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2020-102976582.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2020-102976580.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2020-102976581.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-gli-vvti-2020-102976584.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2020
","38,000 km",Petrol,Manual,Sindh,Grey Graphite,Local,1300 cc,Sedan,10-Jun-24,https://www.pakwheels.com/used-cars/toyota-corolla-2020-for-sale-in-karachi-8822920,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Untouched Corolla 2020 1.3 
    
"
Toyota Yaris 2021,PKR 47 lacs,karachi," Khalid Bin Walid Road, Karachi Sindh","['https://cache2.pakwheels.com/ad_pictures/1029/toyota-yaris-2021-102976491.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-yaris-2021-102976492.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-yaris-2021-102976488.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-yaris-2021-102976490.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-yaris-2021-102976495.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-yaris-2021-102976493.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-yaris-2021-102976489.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-yaris-2021-102976494.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2021
","53,000 km",Petrol,Automatic,Un-Registered,White,Imported,1000 cc,N/A,10-Jun-24,https://www.pakwheels.com/used-cars/toyota-yaris-2021-for-sale-in-karachi-8822919,"[' ABS', ' AM/FM Radio', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cassette Player', ' CoolBox', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  TOYOTA YARISX PACKAGEPEARL WHITEPUSH START2021 MODEL10 JUNE 2024 CLEAR4.5 GRADE 53000KMBRAND NEW CONDITIONDEMAND : 47
    
"
Suzuki Cultus Limited Edition 2016,PKR 16.1 lacs,karachi," Gulistan-e-Jauhar, Karachi Sindh","['https://cache1.pakwheels.com/ad_pictures/1008/suzuki-cultus-limited-edition-2-2016-100869125.webp', 'https://cache4.pakwheels.com/ad_pictures/1008/suzuki-cultus-limited-edition-2-2016-100869130.webp', 'https://cache1.pakwheels.com/ad_pictures/1008/suzuki-cultus-limited-edition-2-2016-100869128.webp', 'https://cache1.pakwheels.com/ad_pictures/1008/suzuki-cultus-limited-edition-2-2016-100869127.webp', 'https://cache3.pakwheels.com/ad_pictures/1008/suzuki-cultus-limited-edition-2-2016-100869131.webp', 'https://cache4.pakwheels.com/ad_pictures/1008/suzuki-cultus-limited-edition-2-2016-100869129.webp', 'https://cache2.pakwheels.com/ad_pictures/1008/suzuki-cultus-limited-edition-2-2016-100869126.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2016
","76,000 km",Petrol,Manual,Karachi,Grey,Local,1000 cc,Hatchback,10-Jun-24,https://www.pakwheels.com/used-cars/suzuki-cultus-2016-for-sale-in-karachi-8668508,"[' AM/FM Radio', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Keyless Entry', ' Power Locks']","
  - Pretty Good Condition- 2nd Owner- Non Accidental- Tax Paid- Central Locking - Allow Rim- Slightly negotiable0/3/3/6/0/3/7/8/8/1/6
    
"
Toyota Corolla Altis Automatic 1.6 2018,PKR 47.95 lacs,multan," Model Town, Multan Punjab","['https://cache3.pakwheels.com/ad_pictures/1023/toyota-corolla-altis-1-6-automatic-2018-102399544.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/toyota-corolla-altis-1-6-automatic-2018-102399542.webp', 'https://cache1.pakwheels.com/ad_pictures/1023/toyota-corolla-altis-1-6-automatic-2018-102399547.webp', 'https://cache1.pakwheels.com/ad_pictures/1023/toyota-corolla-altis-1-6-automatic-2018-102399549.webp', 'https://cache4.pakwheels.com/ad_pictures/1023/toyota-corolla-altis-1-6-automatic-2018-102399548.webp', 'https://cache1.pakwheels.com/ad_pictures/1023/toyota-corolla-altis-1-6-automatic-2018-102399550.webp', 'https://cache4.pakwheels.com/ad_pictures/1023/toyota-corolla-altis-1-6-automatic-2018-102399546.webp', 'https://cache4.pakwheels.com/ad_pictures/1023/toyota-corolla-altis-1-6-automatic-2018-102399545.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/toyota-corolla-altis-1-6-automatic-2018-102399543.webp', 'https://cache1.pakwheels.com/ad_pictures/1023/toyota-corolla-altis-1-6-automatic-2018-102399551.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2018
","30,000 km",Petrol,Automatic,Islamabad,White,Local,1600 cc,Sedan,11-Jun-24,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-multan-8778348,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Bumper to Bumper Genuine Spotless & Scratchless Low Milage Like a Brand New car3 Keys Available Original Card & Biometric available on spot Bring your Denter Painter for your satisfaction!Only Serious buyers contact plz Exchange possible with Civic/GrandeA gift for Toyota Lovers..
"
Daihatsu Taft 2021,PKR 38.75 lacs,multan," Chungi No 8, Multan Punjab","['https://cache3.pakwheels.com/ad_pictures/1029/daihatsu-taft-2021-102980814.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/daihatsu-taft-2021-102980821.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/daihatsu-taft-2021-102980812.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/daihatsu-taft-2021-102980815.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/daihatsu-taft-2021-102980820.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/daihatsu-taft-2021-102980816.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/daihatsu-taft-2021-102980811.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/daihatsu-taft-2021-102980810.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/daihatsu-taft-2021-102980809.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/daihatsu-taft-2021-102980813.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/daihatsu-taft-2021-102980817.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/daihatsu-taft-2021-102980819.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/daihatsu-taft-2021-102980818.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/daihatsu-taft-2021-102980808.webp']","2021
","8,000 km",Petrol,Automatic,Un-Registered,Unlisted,Imported,660 cc,N/A,10-Jun-24,https://www.pakwheels.com/used-cars/daihatsu-taft-2021-for-sale-in-multan-8823249,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  DAIHATSU TAFT G 2021 model 2024 fresh Clear . 8000 km Milage .       Push Start , Climate Control , RPM meter , Moon Roof , heater seats , Corner Head Lights , Multimedia Steering , Special Alloy Wheels , Power Windows , retractable Mirrors , Lava Back lights and Many More Basic Features 
    
"
Suzuki Alto S Package 2021,PKR 33.15 lacs,multan," Chungi No 8, Multan Punjab","['https://cache3.pakwheels.com/ad_pictures/1029/suzuki-alto-s-package-2-2021-102980691.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-alto-s-package-2-2021-102980694.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-alto-s-package-2-2021-102980698.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-s-package-2-2021-102980687.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-s-package-2-2021-102980697.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-alto-s-package-2-2021-102980693.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-s-package-2-2021-102980696.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-alto-s-package-2-2021-102980695.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-alto-s-package-2-2021-102980690.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-alto-s-package-2-2021-102980692.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-alto-s-package-2-2021-102980688.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-s-package-2-2021-102980689.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2021
","26,000 km",Petrol,Automatic,Un-Registered,Unlisted,Imported,660 cc,Hatchback,10-Jun-24,https://www.pakwheels.com/used-cars/suzuki-alto-2021-for-sale-in-multan-8823238,"[' ABS', ' Air Conditioning', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Suzuki Alto S special Edition  ENE Charge  2021 Model 2024 fresh Port out 4 grade 26000km Milage Climate Ac , CBS , Radar Brake , Parking Sensors , Retractable Mirrors , Power windows , front heater seat and Many more Basic features
    
"
Haval H6 HEV 2024,PKR 1.25 crore,multan," Katchery Chowk, Multan Punjab","['https://cache2.pakwheels.com/ad_pictures/1029/haval-h6-hev-2024-102979880.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/haval-h6-hev-2024-102979881.webp']","2024
                        ",25 km,Hybrid,Automatic,Un-Registered,Diamond Black,Local,1500 cc,Compact SUV,10-Jun-24,https://www.pakwheels.com/used-cars/haval-h6-2024-for-sale-in-multan-8823175,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  zero meter
    
"
Nissan Note 2021,PKR 69.5 lacs,multan," Chungi No 8, Multan Punjab","['https://cache4.pakwheels.com/ad_pictures/1021/nissan-note-2021-102138301.webp', 'https://cache4.pakwheels.com/ad_pictures/1021/nissan-note-2021-102138303.webp', 'https://cache2.pakwheels.com/ad_pictures/1021/nissan-note-2021-102138298.webp', 'https://cache3.pakwheels.com/ad_pictures/1021/nissan-note-2021-102138299.webp', 'https://cache3.pakwheels.com/ad_pictures/1021/nissan-note-2021-102138296.webp', 'https://cache2.pakwheels.com/ad_pictures/1021/nissan-note-2021-102138308.webp', 'https://cache2.pakwheels.com/ad_pictures/1021/nissan-note-2021-102138297.webp', 'https://cache3.pakwheels.com/ad_pictures/1021/nissan-note-2021-102138312.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2021
","16,000 km",Hybrid,Automatic,Un-Registered,White,Imported,1200 cc,N/A,10-Jun-24,https://www.pakwheels.com/used-cars/nissan-note-2021-for-sale-in-multan-8758434,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Nissan Note  *AUTECH* E-Power Hybrid  New Shape 1200 CC.   2021 Model 2024 import  ** June 1st week Delivery** , Genuine Condition , Special Alloy Wheels , Stylish Front bumper grills , Double Tone and Side Mirrors,  Push Start , Climate Control Ac , Analogue Screen Latest Speedo Meter , Dual Multimedia Steering Wheel , Bird view Camera , Adaptive Cruise Control , Fuel Consumption 25km/L , Led Head And Back Lights , Camera in Back Mirror , Tool Kit , Retractable Mirrors , Power windows , Healthy Tyres and Many More Basic Features .
    
"
Honda City 1.5L ASPIRE M/T 2022,PKR 44.95 lacs,multan," Bosan Road, Multan Punjab","['https://cache3.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790127.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790123.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790133.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790130.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790128.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790129.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790117.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790131.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790126.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790120.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790115.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790132.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790121.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790124.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790122.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790119.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790118.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790116.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790125.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/honda-city-1-5l-aspire-m-t-2023-102790114.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2022
","29,500 km",Petrol,Manual,Punjab,Urban Titanium,Local,1497 cc,Compact sedan,10-Jun-24,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-multan-8808755,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Climate Control', ' Cruise Control', ' Front Speakers', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Rear AC Vents', ' Rear Camera', ' Rear Speakers', ' Steering Switches', ' USB and Auxillary Cable']","
  Model 2023Delivery 2023Year of manufacture 2022Everything is in genuine condition. As good as a brand new car. Alloy Rims. Original Book is available. All original documents are complete. New tires installed recently. Token tax is up to date. Need to sell the car urgently.
    
"
Honda BR-V i-VTEC 2017,PKR 37.5 lacs,multan, Multan Punjab,"['https://cache2.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960409.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960416.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960407.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960405.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960403.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960413.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960411.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960406.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960408.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960417.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960412.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960410.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960414.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960418.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960401.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960404.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960400.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960415.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-br-v-i-vtec-4-2017-102960402.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2017
","48,000 km",Petrol,Automatic,Multan,Taffeta White,Local,1500 cc,MPV,10-Jun-24,https://www.pakwheels.com/used-cars/honda-br-v-2017-for-sale-in-multan-8821540,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Brand new tyres machnically perfect only one front fender repaint remain all genuine home used car.
    
"
Suzuki Cultus VXR 2022,PKR 32.25 lacs,multan," Chungi No 9, Multan Punjab","['https://cache3.pakwheels.com/ad_pictures/1023/suzuki-cultus-vxr-2022-102366603.webp', 'https://cache1.pakwheels.com/ad_pictures/1023/suzuki-cultus-vxr-2022-102366605.webp', 'https://cache1.pakwheels.com/ad_pictures/1023/suzuki-cultus-vxr-2022-102366604.webp', 'https://cache2.pakwheels.com/ad_pictures/1023/suzuki-cultus-vxr-2022-102366607.webp', 'https://cache2.pakwheels.com/ad_pictures/1023/suzuki-cultus-vxr-2022-102366602.webp', 'https://cache2.pakwheels.com/ad_pictures/1023/suzuki-cultus-vxr-2022-102366606.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2022
","32,000 km",Petrol,Manual,Punjab,White,Local,1000 cc,Hatchback,10-Jun-24,https://www.pakwheels.com/used-cars/suzuki-cultus-2022-for-sale-in-multan-8775654,"[' AM/FM Radio', ' Air Conditioning', ' CD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Steering', ' Power Windows']","
  Everything is in genuine condition. Will be sold to nearest offer. Urgently need to sellthe  car. No call/SMS will be answered after office hours.
    
"
Toyota Belta X Business A Package 1.3 2006,PKR 25 lacs,multan," Chungi No 9, Multan Punjab","['https://cache1.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938798.webp', 'https://cache1.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938793.webp', 'https://cache2.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938802.webp', 'https://cache2.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938799.webp', 'https://cache1.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938796.webp', 'https://cache3.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938795.webp', 'https://cache1.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938794.webp', 'https://cache3.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938797.webp', 'https://cache3.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938800.webp', 'https://cache1.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938801.webp', 'https://cache2.pakwheels.com/ad_pictures/9893/toyota-belta-x-business-a-package-1-3-2006-98938803.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2006
","100,000 km",Petrol,Automatic,Multan,Super White,Imported,1300 cc,Sedan,10-Jun-24,https://www.pakwheels.com/used-cars/toyota-belta-2006-for-sale-in-multan-8534711,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' CD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Everything is in genuine condition. Will be sold to nearest offer. All original documents are complete. Looking to sell the car urgently. No call/SMS will be answered after office hours.
    
"
